taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2394563	Micropterus salmoides (Lacepède, 1802)	2394563	Micropterus salmoides (Lacepède, 1802)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Micropterus	2391100	Micropterus salmoides	2394563	LC
2400566	Regalecus glesne Ascanius, 1772	2400566	Regalecus glesne Ascanius, 1772	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Lampriformes	1166	Regalecidae	3715	Regalecus	2400526	Regalecus glesne	2400566	LC
2441370	Alligator mississippiensis (Daudin, 1801)	2441370	Alligator mississippiensis (Daudin, 1801)	157	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Crocodylia	11493978			Alligatoridae	3238603	Alligator	2441367	Alligator mississippiensis	2441370	LC
2451213	Sceloporus woodi Stejneger, 1918	2451213	Sceloporus woodi Stejneger, 1918	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Phrynosomatidae	5016	Sceloporus	2451143	Sceloporus woodi	2451213	NT
2474337	Aramus guarauna (Linnaeus, 1766)	2474337	Aramus guarauna (Linnaeus, 1766)	1867	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Aramidae	7514	Aramus	2474336	Aramus guarauna	2474337	LC
2498387	Aix sponsa (Linnaeus, 1758)	2498387	Aix sponsa (Linnaeus, 1758)	129	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix sponsa	2498387	LC
2484195	Xanthocephalus xanthocephalus (Bonaparte, 1826)	2484195	Xanthocephalus xanthocephalus (Bonaparte, 1826)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Xanthocephalus	2484194	Xanthocephalus xanthocephalus	2484195	LC
5229389	Phalaropus tricolor (Vieillot, 1819)	5229389	Phalaropus tricolor (Vieillot, 1819)	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus tricolor	5229389	LC
2481172	Larus marinus Linnaeus, 1758	2481172	Larus marinus Linnaeus, 1758	30	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus marinus	2481172	LC
2455681	Elaphe obsoleta rossalleni Neill, 1949	7453543	Pantherophis alleghaniensis (Holbrook, 1836)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Pantherophis	2455614	Pantherophis alleghaniensis	7453543	
2498056	Anas Linnaeus, 1758	2498056	Anas Linnaeus, 1758	22	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056			NE
4287641	Elaphe guttata guttata	2455615	Pantherophis guttatus (Linnaeus, 1766)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Pantherophis	2455614	Pantherophis guttatus	2455615	
2419231	Aetobatus narinari (Euphrasen, 1790)	2419231	Aetobatus narinari (Euphrasen, 1790)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Myliobatiformes	8214029	Myliobatidae	2193	Aetobatus	2419230	Aetobatus narinari	2419231	EN
2482077	Podilymbus podiceps (Linnaeus, 1758)	2482077	Podilymbus podiceps (Linnaeus, 1758)	7931	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podilymbus	2482075	Podilymbus podiceps	2482077	LC
4264680	Myocastor coypus (Molina, 1782)	4264680	Myocastor coypus (Molina, 1782)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Myocastoridae	3240572	Myocastor	3240573	Myocastor coypus	4264680	LC
2350149	Belonesox belizanus Kner, 1860	2350149	Belonesox belizanus Kner, 1860	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659	Belonesox	2350148	Belonesox belizanus	2350149	LC
2400040	Cynoscion arenarius Ginsburg, 1930	2400040	Cynoscion arenarius Ginsburg, 1930	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Cynoscion	2399982	Cynoscion arenarius	2400040	LC
2435035	Felis catus Linnaeus, 1758	2435035	Felis catus Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Felis	2435022	Felis catus	2435035	NE
2481784	Numenius phaeopus (Linnaeus, 1758)	2481784	Numenius phaeopus (Linnaeus, 1758)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius phaeopus	2481784	LC
2481205	Rissa tridactyla (Linnaeus, 1758)	2481205	Rissa tridactyla (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Rissa	2481203	Rissa tridactyla	2481205	VU
5217047	Bufo quercicus Holbrook, 1840	2422914	Anaxyrus quercicus (Holbrook, 1840)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Anaxyrus	2422857	Anaxyrus quercicus	2422914	LC
2395702	Hypleurochilus bermudensis Beebe & Tee-Van, 1933	2395702	Hypleurochilus bermudensis Beebe & Tee-Van, 1933	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Blenniidae	4251	Hypleurochilus	2395689	Hypleurochilus bermudensis	2395702	LC
2427184	Rana grylio Stejneger, 1901	2427183	Lithobates grylio (Stejneger, 1901)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Lithobates	2427046	Lithobates grylio	2427183	LC
2480189	Fregata magnificens Mathews, 1914	2480189	Fregata magnificens Mathews, 1914	1747	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Fregatidae	5241	Fregata	2480184	Fregata magnificens	2480189	LC
2496909	Caprimulgus carolinensis J.F.Gmelin, 1789	6101173	Antrostomus carolinensis (J.F.Gmelin, 1789)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Antrostomus	4843144	Antrostomus carolinensis	6101173	NT
7345625	Sterna fuscata fuscata	7192429	Onychoprion fuscatus fuscatus	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Onychoprion	3241980	Onychoprion fuscatus	5789284	
2478130	Melanerpes erythrocephalus (Linnaeus, 1758)	2478130	Melanerpes erythrocephalus (Linnaeus, 1758)	1304	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Melanerpes	2478067	Melanerpes erythrocephalus	2478130	LC
5201557	Prionotus carolinus (Linnaeus, 1771)	5201557	Prionotus carolinus (Linnaeus, 1771)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Scorpaeniformes	590	Triglidae	8635	Prionotus	2336541	Prionotus carolinus	5201557	LC
7341823	Setophaga palmarum palmarum	7341823	Setophaga palmarum palmarum	12	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga palmarum	7341822	
2339962	Pterygoplichthys multiradiatus (Hancock, 1828)	2339962	Pterygoplichthys multiradiatus (Hancock, 1828)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Pterygoplichthys	2339954	Pterygoplichthys multiradiatus	2339962	NE
2480446	Haliaeetus leucocephalus (Linnaeus, 1766)	2480446	Haliaeetus leucocephalus (Linnaeus, 1766)	6287	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Haliaeetus	2480444	Haliaeetus leucocephalus	2480446	LC
2484155	Quiscalus quiscula (Linnaeus, 1758)	2484155	Quiscalus quiscula (Linnaeus, 1758)	19847	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Quiscalus	2484132	Quiscalus quiscula	2484155	NT
6091946	Cardellina canadensis (Linnaeus, 1766)	6091946	Cardellina canadensis (Linnaeus, 1766)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Cardellina	2489633	Cardellina canadensis	6091946	LC
2413931	Anchoa mitchilli (Valenciennes, 1848)	2413931	Anchoa mitchilli (Valenciennes, 1848)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Clupeiformes	538	Engraulidae	7334	Anchoa	2413860	Anchoa mitchilli	2413931	LC
2480529	Buteo lineatus (Gmelin, 1788)	2480529	Buteo lineatus (Gmelin, 1788)	10775	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lineatus	2480529	LC
9691034	Phoenicopterus ruber Linnaeus, 1758	9691034	Phoenicopterus ruber Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phoenicopteriformes	7191426	Phoenicopteridae	5269	Phoenicopterus	2481102	Phoenicopterus ruber	9691034	LC
2482468	Corvus Linnaeus, 1758	2482468	Corvus Linnaeus, 1758	17	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468			NE
5203617	Fundulus chrysotus (Günther, 1866)	5203617	Fundulus chrysotus (Günther, 1866)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Fundulus	2347676	Fundulus chrysotus	5203617	LC
5230811	Vermivora chrysoptera (Linnaeus, 1766)	5230811	Vermivora chrysoptera (Linnaeus, 1766)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Vermivora	5230809	Vermivora chrysoptera	5230811	NT
7191693	Sitta pusilla pusilla	7191693	Sitta pusilla pusilla	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta pusilla	2484904	
7061123	Dendroica palmarum palmarum	7341823	Setophaga palmarum palmarum	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga palmarum	7341822	
2483606	Sayornis phoebe (Latham, 1790)	2483606	Sayornis phoebe (Latham, 1790)	4788	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis phoebe	2483606	LC
4408439	Ardea ibis Linnaeus, 1758	2480830	Bubulcus ibis (Linnaeus, 1758)	61	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Bubulcus	2480829	Bubulcus ibis	2480830	NE
9568884	Tyto furcata (Temminck, 1827)	9568884	Tyto furcata (Temminck, 1827)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto furcata	9568884	NE
2369330	Diapterus auratus Ranzani, 1842	2369330	Diapterus auratus Ranzani, 1842	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gerreidae	4273	Diapterus	2369322	Diapterus auratus	2369330	LC
2397715	Peprilus paru (Linnaeus, 1758)	2397715	Peprilus paru (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Stromateidae	5070	Peprilus	2397702	Peprilus paru	2397715	LC
2418800	Sphyrna tiburo (Linnaeus, 1758)	2418800	Sphyrna tiburo (Linnaeus, 1758)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Carcharhiniformes	887	Sphyrnidae	2207	Sphyrna	2418788	Sphyrna tiburo	2418800	EN
2484396	Molothrus bonariensis (Gmelin, 1789)	2484396	Molothrus bonariensis (Gmelin, 1789)	171	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Molothrus	2484385	Molothrus bonariensis	2484396	LC
4847080	Ardeola ibis (Linnaeus, 1758)	2480830	Bubulcus ibis (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Bubulcus	2480829	Bubulcus ibis	2480830	NE
6158949	Iguana iguana iguana	6158949	Iguana iguana iguana	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Iguanidae	6935	Iguana	2459675	Iguana iguana	2459658	
2484404	Molothrus aeneus (Wagler, 1829)	2484404	Molothrus aeneus (Wagler, 1829)	950	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Molothrus	2484385	Molothrus aeneus	2484404	LC
5223378	Nerodia clarkii compressicauda Kennicott, 1860	5223378	Nerodia clarkii compressicauda Kennicott, 1860	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Nerodia	2454456	Nerodia clarkii	5223375	
6092732	Setophaga discolor paludicola (A.H.Howell, 1930)	6092732	Setophaga discolor paludicola (A.H.Howell, 1930)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga discolor	7341789	
9809229	Sturnus vulgaris Linnaeus, 1758	9809229	Sturnus vulgaris Linnaeus, 1758	13769	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Sturnus	2489099	Sturnus vulgaris	9809229	LC
2433407	Ursus americanus Pallas, 1780	2433407	Ursus americanus Pallas, 1780	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	LC
2481710	Tringa solitaria A.Wilson, 1813	2481710	Tringa solitaria A.Wilson, 1813	603	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa solitaria	2481710	LC
5202683	Clarias batrachus (Linnaeus, 1758)	5202683	Clarias batrachus (Linnaeus, 1758)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Clariidae	8978	Clarias	5202658	Clarias batrachus	5202683	LC
6156848	Kinosternon subrubrum steindachneri Siebenrock, 1906	6156848	Kinosternon subrubrum steindachneri Siebenrock, 1906	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Kinosternidae	5466	Kinosternon	2442349	Kinosternon subrubrum	9195555	
2400086	Menticirrhus littoralis (Holbrook, 1847)	2400086	Menticirrhus littoralis (Holbrook, 1847)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Menticirrhus	2400075	Menticirrhus littoralis	2400086	LC
2480726	Pandion haliaetus (Linnaeus, 1758)	2480726	Pandion haliaetus (Linnaeus, 1758)	18264	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Pandionidae	4408414	Pandion	2480725	Pandion haliaetus	2480726	LC
2459508	Diadophis Baird & Girard, 1853	2459508	Diadophis Baird & Girard, 1853	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Diadophis	2459508			NE
5226642	Ophisaurus ventralis (Linnaeus, 1766)	5226642	Ophisaurus ventralis (Linnaeus, 1766)	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Anguidae	9198	Ophisaurus	3237846	Ophisaurus ventralis	5226642	LC
6085705	Gallinula galeata cachinnans Bangs, 1915	5228200	Gallinula chloropus galeata (Lichtenstein, 1818)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Gallinula	7918617	Gallinula chloropus	5228199	
6161779	Coluber constrictor priapus Dunn & Wood, 1939	6161779	Coluber constrictor priapus Dunn & Wood, 1939	35	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Coluber	2458634	Coluber constrictor	6161776	
6161787	Coluber constrictor paludicola Auffenberg & Babitt, 1955	6161787	Coluber constrictor paludicola Auffenberg & Babitt, 1955	14	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Coluber	2458634	Coluber constrictor	6161776	
2396435	Pomacanthus arcuatus (Linnaeus, 1758)	2396435	Pomacanthus arcuatus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Pomacanthidae	4498	Pomacanthus	2385306	Pomacanthus arcuatus	2396435	LC
2432314	Nycticeius humeralis (Rafinesque, 1818)	2432314	Nycticeius humeralis (Rafinesque, 1818)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Nycticeius	2432308	Nycticeius humeralis	2432314	LC
6157354	Agkistrodon piscivorus conanti Gloyd, 1969	9577440	Agkistrodon conanti Gloyd, 1969	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Viperidae	5024	Agkistrodon	2444622	Agkistrodon conanti	9577440	
10136280	BOLD:AAZ2888	10136280	BOLD:AAZ2888	3	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis sagrei	4287413	
2442843	Pseudemys nelsoni Carr, 1938	2442843	Pseudemys nelsoni Carr, 1938	27	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Pseudemys	2443162	Pseudemys nelsoni	2442843	LC
2488890	Cyanerpes cyaneus (Linnaeus, 1766)	2488890	Cyanerpes cyaneus (Linnaeus, 1766)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Cyanerpes	2488889	Cyanerpes cyaneus	2488890	LC
2408884	Paralichthys albigutta Jordan & Gilbert, 1882	2408884	Paralichthys albigutta Jordan & Gilbert, 1882	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Pleuronectiformes	588	Paralichthyidae	5082	Paralichthys	2408863	Paralichthys albigutta	2408884	LC
2438064	Oryzomys Baird, 1857	2438064	Oryzomys Baird, 1857	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Oryzomys	2438064			NE
2479226	Psittacula krameri (Scopoli, 1769)	2479226	Psittacula krameri (Scopoli, 1769)	1097	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Psittacula	2479192	Psittacula krameri	2479226	LC
2491678	Calcarius lapponicus (Linnaeus, 1758)	2491678	Calcarius lapponicus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Calcarius	2491676	Calcarius lapponicus	2491678	LC
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Alopochen	2498251	Alopochen aegyptiaca	2498252	LC
2372271	Oreochromis Günther, 1889	2372271	Oreochromis Günther, 1889	4	GENUS	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Oreochromis	2372271			NE
2400214	Bairdiella chrysoura (Lacepède, 1802)	2400214	Bairdiella chrysoura (Lacepède, 1802)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Bairdiella	2400191	Bairdiella chrysoura	2400214	LC
11199861	Kinosternon steindachneri Siebenrock, 1906	11199861	Kinosternon steindachneri Siebenrock, 1906	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Kinosternidae	5466	Kinosternon	2442349	Kinosternon steindachneri	11199861	NE
2440965	Odocoileus virginianus (Zimmermann, 1780)	2440965	Odocoileus virginianus (Zimmermann, 1780)	30	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus virginianus	2440965	LC
5214545	Brevoortia smithi Hildebrand, 1941	5214545	Brevoortia smithi Hildebrand, 1941	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Clupeiformes	538	Clupeidae	7332	Brevoortia	2413161	Brevoortia smithi	5214545	LC
9480015	Rallus elegans Audubon, 1834	9480015	Rallus elegans Audubon, 1834	44	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus elegans	9480015	NT
2480415	Rostrhamus sociabilis (Vieillot, 1817)	2480415	Rostrhamus sociabilis (Vieillot, 1817)	305	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Rostrhamus	2480414	Rostrhamus sociabilis	2480415	LC
6161776	Coluber constrictor Linnaeus, 1758	6161776	Coluber constrictor Linnaeus, 1758	107	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Coluber	2458634	Coluber constrictor	6161776	LC
8257325	Aratinga nenday (Vieillot, 1823)	2480102	Nandayus nenday (Vieillot, 1823)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Nandayus	2480101	Nandayus nenday	2480102	LC
8877412	Terrapene triunguis (Agassiz, 1857)	8877412	Terrapene triunguis (Agassiz, 1857)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Terrapene	9065560	Terrapene triunguis	8877412	NE
2329622	Ciona intestinalis (Linnaeus, 1767)	2329622	Ciona intestinalis (Linnaeus, 1767)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Ascidiacea	356	Phlebobranchia	9515881	Cionidae	9281	Ciona	2329615	Ciona intestinalis	2329622	NE
9335213	Hypanus americanus (Hildebrand & Schroeder, 1928)	9335213	Hypanus americanus (Hildebrand & Schroeder, 1928)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Myliobatiformes	8214029	Dasyatidae	2195	Hypanus	4853261	Hypanus americanus	9335213	NT
9451184	Pavo cristatus Linnaeus, 1758	9451184	Pavo cristatus Linnaeus, 1758	71	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Pavo	2473598	Pavo cristatus	9451184	LC
2393304	Polydactylus octonemus (Girard, 1858)	2393304	Polydactylus octonemus (Girard, 1858)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Polynemidae	8592	Polydactylus	2393260	Polydactylus octonemus	2393304	LC
5229249	Sterna dougallii Montagu, 1813	5229249	Sterna dougallii Montagu, 1813	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna dougallii	5229249	LC
5314	Delphinidae	5314	Delphinidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Delphinidae	5314					NE
5229162	Pelecanus occidentalis carolinensis Gmelin, 1789	5229162	Pelecanus occidentalis carolinensis Gmelin, 1789	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus occidentalis	5229158	
2403964	Gymnothorax funebris Ranzani, 1839	2403964	Gymnothorax funebris Ranzani, 1839	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Anguilliformes	495	Muraenidae	2953	Gymnothorax	2403463	Gymnothorax funebris	2403964	LC
2406748	Aluterus schoepfii (Walbaum, 1792)	2406748	Aluterus schoepfii (Walbaum, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Tetraodontiformes	772	Monacanthidae	5896	Aluterus	2406707	Aluterus schoepfii	2406748	LC
2442394	Kinosternon baurii (Garman, 1891)	2442394	Kinosternon baurii (Garman, 1891)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Kinosternidae	5466	Kinosternon	2442349	Kinosternon baurii	2442394	LC
2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	89	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Dolichonyx	2484416	Dolichonyx oryzivorus	2484417	LC
9422220	Spatula discors (Linnaeus, 1766)	9422220	Spatula discors (Linnaeus, 1766)	5114	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Spatula	4850990	Spatula discors	9422220	LC
2495696	Streptopelia decaocto (Frivaldszky, 1838)	2495696	Streptopelia decaocto (Frivaldszky, 1838)	11003	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia decaocto	2495696	LC
9105722	Agkistrodon piscivorus (Lacépède, 1789)	9105722	Agkistrodon piscivorus (Lacépède, 1789)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Viperidae	5024	Agkistrodon	2444622	Agkistrodon piscivorus	9105722	LC
2349968	Heterandria formosa Girard, 1859	2349968	Heterandria formosa Girard, 1859	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659	Heterandria	2349551	Heterandria formosa	2349968	NE
2498090	Anas bahamensis Linnaeus, 1758	2498090	Anas bahamensis Linnaeus, 1758	253	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas bahamensis	2498090	LC
5211005	Calamus bajonado (Bloch & Schneider, 1801)	5211005	Calamus bajonado (Bloch & Schneider, 1801)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sparidae	5068	Calamus	2392568	Calamus bajonado	5211005	LC
6171810	Cyanocitta cristata semplei Todd, 1928	6171810	Cyanocitta cristata semplei Todd, 1928	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Cyanocitta	2482592	Cyanocitta cristata	2482593	
2481709	Tringa Linnaeus, 1758	2481709	Tringa Linnaeus, 1758	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709			NE
2375300	Echeneis naucrates Linnaeus, 1758	2375300	Echeneis naucrates Linnaeus, 1758	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Echeneidae	8529	Echeneis	2375298	Echeneis naucrates	2375300	LC
