taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
7190966	Egretta thula thula	7190966	Egretta thula thula	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta thula	2480873	
8216050	Erolia maritima (Brünnich, 1764)	2481743	Calidris maritima (Brünnich, 1764)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris maritima	2481743	NE
2388994	Mycteroperca microlepis (Goode & Bean, 1879)	2388994	Mycteroperca microlepis (Goode & Bean, 1879)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Serranidae	8597	Mycteroperca	2388983	Mycteroperca microlepis	2388994	VU
2427574	Hyla cinerea (Schneider, 1799)	10810025	Dryophytes cinereus (Schneider, 1799)	20	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Dryophytes	4816258	Dryophytes cinereus	10810025	LC
7193949	Ursus americanus americanus	7193949	Ursus americanus americanus	11	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Ursidae	9681	Ursus	2433406	Ursus americanus	2433407	
2400046	Cynoscion similis Randall & Cervigón, 1968	2400046	Cynoscion similis Randall & Cervigón, 1968	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Cynoscion	2399982	Cynoscion similis	2400046	LC
2480953	Nyctanassa violacea (Linnaeus, 1758)	2480953	Nyctanassa violacea (Linnaeus, 1758)	889	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nyctanassa	2480952	Nyctanassa violacea	2480953	LC
5231142	Passerculus sandwichensis (J.F.Gmelin, 1789)	5231142	Passerculus sandwichensis (J.F.Gmelin, 1789)	118	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Passerculus	5231141	Passerculus sandwichensis	5231142	LC
9149595	Dryobates pubescens (Linnaeus, 1766)	9149595	Dryobates pubescens (Linnaeus, 1766)	9964	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryobates	8399994	Dryobates pubescens	9149595	LC
2346629	Esox niger Lesueur, 1818	2346629	Esox niger Lesueur, 1818	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Esociformes	548	Esocidae	7662	Esox	2346628	Esox niger	2346629	LC
6093199	Setophaga fusca (Statius Müller, 1776)	6093199	Setophaga fusca (Statius Müller, 1776)	183	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga fusca	6093199	LC
6178160	Anhinga anhinga leucogaster (Vieillot, 1816)	6178160	Anhinga anhinga leucogaster (Vieillot, 1816)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Anhingidae	2989	Anhinga	2482079	Anhinga anhinga	2482082	
5216218	Gymnura micrura (Bloch & Schneider, 1801)	5216218	Gymnura micrura (Bloch & Schneider, 1801)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Myliobatiformes	8214029	Gymnuridae	2194	Gymnura	2420504	Gymnura micrura	5216218	NT
2408958	Etropus rimosus Goode & Bean, 1885	2408958	Etropus rimosus Goode & Bean, 1885	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Pleuronectiformes	588	Paralichthyidae	5082	Etropus	2408946	Etropus rimosus	2408958	LC
2440447	Tursiops truncatus (Montagu, 1821)	2440447	Tursiops truncatus (Montagu, 1821)	60	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Delphinidae	5314	Tursiops	2440446	Tursiops truncatus	2440447	LC
5219511	Cryptotis parva floridana (Merriam, 1895)	5219511	Cryptotis parva floridana (Merriam, 1895)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Cryptotis	2435817	Cryptotis parva	5219509	
5218805	Procyon lotor elucus Bangs, 1898	5218805	Procyon lotor elucus Bangs, 1898	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Procyonidae	5311	Procyon	2433592	Procyon lotor	5218786	
2375299	Echeneis neucratoides Zuiew, 1789	2375299	Echeneis neucratoides Zuiew, 1789	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Echeneidae	8529	Echeneis	2375298	Echeneis neucratoides	2375299	DD
2496294	Coccyzus minor (Gmelin, 1788)	2496294	Coccyzus minor (Gmelin, 1788)	72	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Coccyzus	2496285	Coccyzus minor	2496294	LC
2480251	Anarhynchus Quoy & Gaimard, 1832	2480251	Anarhynchus Quoy & Gaimard, 1832	150	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Anarhynchus	2480251			NE
6176624	Rallus longirostris scottii Sennett, 1888	6176624	Rallus longirostris scottii Sennett, 1888	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus longirostris	9395900	
2382537	Haemulon plumierii (Lacepède, 1801)	2382537	Haemulon plumierii (Lacepède, 1801)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Haemulidae	4276	Haemulon	2382500	Haemulon plumierii	2382537	LC
2390778	Caranx hippos (Linnaeus, 1766)	2390778	Caranx hippos (Linnaeus, 1766)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Carangidae	4253	Caranx	2390749	Caranx hippos	2390778	LC
5789618	Plestiodon inexpectatus (Taylor, 1932)	5789618	Plestiodon inexpectatus (Taylor, 1932)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Scincidae	9115	Plestiodon	2462133	Plestiodon inexpectatus	5789618	LC
7341606	Cardellina pusilla (A.Wilson, 1811)	7341606	Cardellina pusilla (A.Wilson, 1811)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Cardellina	2489633	Cardellina pusilla	7341606	LC
2370243	Astronotus ocellatus (Agassiz, 1831)	2370243	Astronotus ocellatus (Agassiz, 1831)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Astronotus	2370239	Astronotus ocellatus	2370243	NE
2480873	Egretta thula (Molina, 1782)	2480873	Egretta thula (Molina, 1782)	14255	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta thula	2480873	LC
2481236	Hydroprogne caspia (Pallas, 1770)	2481236	Hydroprogne caspia (Pallas, 1770)	716	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Hydroprogne	2481219	Hydroprogne caspia	2481236	LC
2496209	Crotophaga ani Linnaeus, 1758	2496209	Crotophaga ani Linnaeus, 1758	53	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Crotophaga	2496208	Crotophaga ani	2496209	LC
5789281	Thalasseus maximus (Boddaert, 1783)	5789281	Thalasseus maximus (Boddaert, 1783)	4680	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus maximus	5789281	LC
2394501	Lepomis microlophus (Günther, 1859)	2394501	Lepomis microlophus (Günther, 1859)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Lepomis	2394482	Lepomis microlophus	2394501	LC
5229128	Himantopus mexicanus (P.L.S.Müller, 1776)	5229128	Himantopus mexicanus (P.L.S.Müller, 1776)	2113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Himantopus	2480217	Himantopus mexicanus	5229128	LC
7192446	Charadrius vociferus vociferus	7192446	Charadrius vociferus vociferus	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius vociferus	2480320	
2369459	Gerres cinereus (Walbaum, 1792)	2369459	Gerres cinereus (Walbaum, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gerreidae	4273	Gerres	2369369	Gerres cinereus	2369459	LC
2442855	Pseudemys floridana (Le Conte, 1830)	6156960	Pseudemys concinna floridana (Le Conte, 1830)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Pseudemys	2443162	Pseudemys concinna	8898408	NE
2376646	Microgobius microlepis Longley & Hildebrand, 1940	2376646	Microgobius microlepis Longley & Hildebrand, 1940	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gobiidae	4274	Microgobius	2376642	Microgobius microlepis	2376646	LC
2441514	Testudo horsfieldii Gray, 1844	2441514	Testudo horsfieldii Gray, 1844	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Testudinidae	9618	Testudo	2441658	Testudo horsfieldii	2441514	VU
9326020	Gallus gallus (Linnaeus, 1758)	9326020	Gallus gallus (Linnaeus, 1758)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Gallus	2473720	Gallus gallus	9326020	LC
2470656	Varanus niloticus (Linnaeus, 1766)	2470656	Varanus niloticus (Linnaeus, 1766)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Varanidae	5023	Varanus	2470872	Varanus niloticus	2470656	LC
2471935	Cnemidophorus Wagler, 1830	2471935	Cnemidophorus Wagler, 1830	9	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Teiidae	5019	Cnemidophorus	2471935			NE
2481745	Calidris minutilla (Vieillot, 1819)	2481745	Calidris minutilla (Vieillot, 1819)	1115	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris minutilla	2481745	LC
5739284	Porphyrio poliocephalus (Latham, 1801)	6176735	Porphyrio porphyrio poliocephalus (Latham, 1802)	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio porphyrio	2474416	NE
6093856	Parkesia noveboracensis (J.F.Gmelin, 1789)	6093856	Parkesia noveboracensis (J.F.Gmelin, 1789)	363	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Parkesia	6093857	Parkesia noveboracensis	6093856	LC
8782549	Anolis Daudin, 1802	8782549	Anolis Daudin, 1802	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549			NE
2349571	Lucania goodei Jordan, 1880	2349571	Lucania goodei Jordan, 1880	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Lucania	2348005	Lucania goodei	2349571	LC
9409198	Agelaius phoeniceus (Linnaeus, 1766)	9409198	Agelaius phoeniceus (Linnaeus, 1766)	8499	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	LC
9552432	Pelmatolapia mariae (Boulenger, 1899)	9552432	Pelmatolapia mariae (Boulenger, 1899)	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Pelmatolapia	7009702	Pelmatolapia mariae	9552432	LC
8317396	Psittacara leucophthalmus (Müller & Pls, 1776)	2479115	Aratinga leucophthalma (Statius Muller, 1776)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Aratinga	2479088	Aratinga leucophthalma	2479115	LC
2392542	Archosargus probatocephalus (Walbaum, 1792)	2392542	Archosargus probatocephalus (Walbaum, 1792)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sparidae	5068	Archosargus	2392537	Archosargus probatocephalus	2392542	LC
2413913	Anchoa hepsetus (Linnaeus, 1758)	2413913	Anchoa hepsetus (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Clupeiformes	538	Engraulidae	7334	Anchoa	2413860	Anchoa hepsetus	2413913	LC
2498111	Anas penelope Linnaeus, 1758	8000602	Mareca penelope (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca penelope	8000602	LC
2498264	Aythya collaris (Donovan, 1809)	2498264	Aythya collaris (Donovan, 1809)	424	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya collaris	2498264	LC
9813242	Falco columbarius Linnaeus, 1758	9813242	Falco columbarius Linnaeus, 1758	749	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco columbarius	9813242	LC
2489730	Parula americana (Linnaeus, 1758)	6093345	Setophaga americana (Linnaeus, 1758)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga americana	6093345	LC
2481174	Larus fuscus Linnaeus, 1758	2481174	Larus fuscus Linnaeus, 1758	428	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus fuscus	2481174	LC
6093846	Vermivora cyanoptera Olson & Reveal, 2009	6093846	Vermivora cyanoptera Olson & Reveal, 2009	63	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Vermivora	5230809	Vermivora cyanoptera	6093846	LC
2481263	Gelochelidon nilotica (J.F.Gmelin, 1789)	2481263	Gelochelidon nilotica (J.F.Gmelin, 1789)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Gelochelidon	2481216	Gelochelidon nilotica	2481263	LC
2480621	Accipiter cooperii (Bonaparte, 1828)	2480621	Accipiter cooperii (Bonaparte, 1828)	1782	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter cooperii	2480621	LC
2422916	Anaxyrus terrestris (Bonnaterre, 1789)	2422916	Anaxyrus terrestris (Bonnaterre, 1789)	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Anaxyrus	2422857	Anaxyrus terrestris	2422916	LC
2492870	Lanius ludovicianus Linnaeus, 1766	2492870	Lanius ludovicianus Linnaeus, 1766	11028	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius ludovicianus	2492870	NT
5231459	Troglodytes aedon Vieillot, 1809	5231459	Troglodytes aedon Vieillot, 1809	2963	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Troglodytes	2493899	Troglodytes aedon	5231459	LC
7415507	Leiothlypis peregrina (A.Wilson, 1811)	7415507	Leiothlypis peregrina (A.Wilson, 1811)	330	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis peregrina	7415507	LC
5789298	Tringa semipalmata (J.F.Gmelin, 1789)	5789298	Tringa semipalmata (J.F.Gmelin, 1789)	2358	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa semipalmata	5789298	LC
7191354	Rallus elegans elegans	7191354	Rallus elegans elegans	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus elegans	9480015	
11865819	Blarina shermani (Hamilton, 1955)	11865819	Blarina shermani (Hamilton, 1955)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Blarina	2435858	Blarina shermani	11865819	NE
2394320	Chaetodipterus faber (Broussonet, 1782)	2394320	Chaetodipterus faber (Broussonet, 1782)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Ephippidae	4271	Chaetodipterus	2394319	Chaetodipterus faber	2394320	LC
2441812	Gopherus polyphemus (Daudin, 1801)	2441812	Gopherus polyphemus (Daudin, 1801)	149	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Testudinidae	9618	Gopherus	2441807	Gopherus polyphemus	2441812	VU
2480863	Nycticorax nycticorax (Linnaeus, 1758)	2480863	Nycticorax nycticorax (Linnaeus, 1758)	3411	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nycticorax	2480856	Nycticorax nycticorax	2480863	LC
6161458	Thamnophis sauritus sackenii (Kennicott, 1859)	10193040	Thamnophis saurita sackenii (Kennicott, 1859)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Thamnophis	2457825	Thamnophis saurita	2457577	
6178111	Egretta tricolor ruficollis Gosse, 1847	6178111	Egretta tricolor ruficollis Gosse, 1847	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta tricolor	2480881	
9539561	Mayaheros urophthalmus (Günther, 1862)	9539561	Mayaheros urophthalmus (Günther, 1862)	50	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Mayaheros	9596916	Mayaheros urophthalmus	9539561	LC
2495310	Patagioenas leucocephala (Linnaeus, 1758)	2495310	Patagioenas leucocephala (Linnaeus, 1758)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas leucocephala	2495310	NT
2498352	Somateria mollissima (Linnaeus, 1758)	2498352	Somateria mollissima (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Somateria	2498349	Somateria mollissima	2498352	NT
2481744	Calidris melanotos (Vieillot, 1819)	2481744	Calidris melanotos (Vieillot, 1819)	55	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris melanotos	2481744	LC
8991514	Caracara plancus cheriway (Jacquin, 1784)	8991514	Caracara plancus cheriway (Jacquin, 1784)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Caracara	2480984	Caracara plancus	2480989	
11261360	Corthylio calendula (Linnaeus, 1766)	2484597	Regulus calendula (Linnaeus, 1766)	210	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Regulidae	5279	Regulus	2484589	Regulus calendula	2484597	NE
7659	Poeciliidae	7659	Poeciliidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659					NE
2369703	Rocio octofasciata (Regan, 1903)	2369703	Rocio octofasciata (Regan, 1903)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Rocio	2369702	Rocio octofasciata	2369703	LC
2421766	Gastrophryne carolinensis (Holbrook, 1835)	2421766	Gastrophryne carolinensis (Holbrook, 1835)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Microhylidae	6741	Gastrophryne	2421765	Gastrophryne carolinensis	2421766	LC
2480328	Pluvialis dominica (P.L.S.Müller, 1776)	2480328	Pluvialis dominica (P.L.S.Müller, 1776)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Pluvialis	2480326	Pluvialis dominica	2480328	LC
2481794	Numenius americanus Bechstein, 1812	2481794	Numenius americanus Bechstein, 1812	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius americanus	2481794	LC
2488485	Piranga rubra (Linnaeus, 1758)	2488485	Piranga rubra (Linnaeus, 1758)	626	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga rubra	2488485	LC
7191591	Podilymbus podiceps podiceps	7191591	Podilymbus podiceps podiceps	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podilymbus	2482075	Podilymbus podiceps	2482077	
2478106	Melanerpes carolinus (Linnaeus, 1758)	2478106	Melanerpes carolinus (Linnaeus, 1758)	26299	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Melanerpes	2478067	Melanerpes carolinus	2478106	LC
2489979	Dendroica discolor (Vieillot, 1809)	7341789	Setophaga discolor (Vieillot, 1809)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga discolor	7341789	LC
5208153	Cichla ocellaris Bloch & Schneider, 1801	5208153	Cichla ocellaris Bloch & Schneider, 1801	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Cichla	2369467	Cichla ocellaris	5208153	NE
5213455	Stephanolepis hispidus (Linnaeus, 1766)	5213455	Stephanolepis hispidus (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Tetraodontiformes	772	Monacanthidae	5896	Stephanolepis	2406762	Stephanolepis hispidus	5213455	LC
2422914	Anaxyrus quercicus (Holbrook, 1840)	2422914	Anaxyrus quercicus (Holbrook, 1840)	27	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Anaxyrus	2422857	Anaxyrus quercicus	2422914	LC
2476855	Selasphorus rufus (J.F.Gmelin, 1788)	2476855	Selasphorus rufus (J.F.Gmelin, 1788)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Selasphorus	2476843	Selasphorus rufus	2476855	NT
2487596	Polioptila caerulea (Linnaeus, 1766)	2487596	Polioptila caerulea (Linnaeus, 1766)	15037	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Polioptilidae	5789066	Polioptila	2487581	Polioptila caerulea	2487596	LC
2334438	Pterois volitans (Linnaeus, 1758)	2334438	Pterois volitans (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Scorpaeniformes	590	Scorpaenidae	4508	Pterois	2334432	Pterois volitans	2334438	LC
2482044	Tachybaptus dominicus (Linnaeus, 1766)	2482044	Tachybaptus dominicus (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Tachybaptus	2482040	Tachybaptus dominicus	2482044	LC
2490804	Catharus fuscescens (Stephens, 1817)	2490804	Catharus fuscescens (Stephens, 1817)	92	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Catharus	2490799	Catharus fuscescens	2490804	LC
5208826	Gobiosoma robustum Ginsburg, 1933	5208826	Gobiosoma robustum Ginsburg, 1933	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Gobiidae	4274	Gobiosoma	3237964	Gobiosoma robustum	5208826	LC
5706691	Sciurus carolinensis extimus Bangs, 1896	5706691	Sciurus carolinensis extimus Bangs, 1896	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Sciurus	2437489	Sciurus carolinensis	5219681	
9510564	Turdus migratorius Linnaeus, 1766	9510564	Turdus migratorius Linnaeus, 1766	1025	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus migratorius	9510564	LC
2435297	Trichechus manatus latirostris (Harlan, 1824)	2435297	Trichechus manatus latirostris (Harlan, 1824)	192	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Sirenia	802	Trichechidae	9463	Trichechus	2435291	Trichechus manatus	2435296	EN
9451181	Pseudobatos lentiginosus (Garman, 1880)	9451181	Pseudobatos lentiginosus (Garman, 1880)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Rhinopristiformes	9412443	Rhinobatidae	5876	Pseudobatos	8497759	Pseudobatos lentiginosus	9451181	VU
6101178	Antrostomus vociferus (A.Wilson, 1812)	6101178	Antrostomus vociferus (A.Wilson, 1812)	91	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Antrostomus	4843144	Antrostomus vociferus	6101178	NT
6177972	Falco sparverius paulus (Howe & L.King, 1902)	6177972	Falco sparverius paulus (Howe & L.King, 1902)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco sparverius	9685907	
7453543	Pantherophis alleghaniensis (Holbrook, 1836)	7453543	Pantherophis alleghaniensis (Holbrook, 1836)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Pantherophis	2455614	Pantherophis alleghaniensis	7453543	LC
7059964	Butorides virescens virescens	7059964	Butorides virescens virescens	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Butorides	2480817	Butorides virescens	9539567	
2394346	Astroscopus y-graecum (Cuvier, 1829)	2394346	Astroscopus y-graecum (Cuvier, 1829)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Uranoscopidae	8603	Astroscopus	2394345	Astroscopus y-graecum	2394346	LC
2455615	Pantherophis guttatus (Linnaeus, 1766)	2455615	Pantherophis guttatus (Linnaeus, 1766)	71	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Pantherophis	2455614	Pantherophis guttatus	2455615	LC
8725494	Sciurus niger avicennia A.H.Howell, 1919	8725494	Sciurus niger avicennia A.H.Howell, 1919	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Sciurus	2437489	Sciurus niger	5219683	
2489169	Petrochelidon pyrrhonota (Vieillot, 1817)	2489169	Petrochelidon pyrrhonota (Vieillot, 1817)	60	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Petrochelidon	2489165	Petrochelidon pyrrhonota	2489169	LC
